ID;sex;birthRegion;resRegion;eduRegion;eduSize
N03986;sex1;regX;regN1a;regN1a;size1
N03987;sex1;regX;regX;regX;sizeX
N03988;sex1;regX;regX;regX;sizeX
N03989;sex1;regX;regX;regX;sizeX
N03990;sex1;regN4b;regX;regN4b;sizeX
N03991;sex1;regN1c;regX;regN1c;size1
N03992;sex1;regN1b;regZ;regN1b;size1
N03993;sex1;regX;regX;regX;sizeX
N03994;sex1;regX;regX;regX;sizeX
N03995;sex2;regX;regX;regX;sizeX
N03996;sex2;regX;regX;regX;sizeX
N03997;sex1;regX;regX;regX;sizeX
N03998;sex1;regX;regX;regX;sizeX
N03999;sex1;regX;regX;regX;sizeX
N04000;sex2;regX;regX;regX;sizeX
N04001;sex1;regX;regN1a;regN1a;size1
N04002;sex1;regX;regN1a;regN1a;size1
N04004;sex2;regX;regX;regX;sizeX
N04005;sex2;regX;regX;regX;sizeX
N04006;sex1;regX;regX;regX;sizeX
N04007;sex1;regX;regX;regX;sizeX
N04008;sex1;regX;regX;regN1a;size4
N04009;sex1;regX;regX;regX;sizeX
N04010;sex1;regX;regX;regX;sizeX
N04011;sex2;regX;regX;regX;sizeX
N04012;sex1;regN3b;regX;regN3b;size2
N04013;sex1;regX;regX;regX;sizeX
N04014;sex1;regX;regX;regX;sizeX
N04015;sex1;regX;regX;regX;sizeX
N04016;sex1;regX;regX;regX;sizeX
N04017;sex1;regX;regX;regX;sizeX
N04018;sex1;regX;regX;regX;sizeX
N04019;sex1;regX;regX;regX;sizeX
N04020;sex1;regN1a;regZ;regN1a;size1
N04021;sex2;regX;regX;regX;sizeX
N04022;sex2;regX;regN3d;regX;sizeX
N04023;sex1;regX;regN3d;regX;sizeX
N04024;sex1;regX;regX;regX;sizeX
N04025;sex1;regN1b;regN3c;regN1b;size1
N04026;sex1;regX;regX;regX;sizeX
N04027;sex2;regX;regX;regX;sizeX
N04029;sex1;regX;regX;regX;sizeX
N04030;sex1;regX;regX;regX;sizeX
N04031;sex1;regX;regX;regX;sizeX
N04032;sex1;regX;regX;regX;sizeX
N04033;sex1;regZ;regN1a;regX;sizeX
N04034;sex1;regN1a;regX;regX;sizeX
N04035;sex1;regN4b;regN2c;regN4b;size4
N04036;sex1;regN1a;regX;regX;sizeX
N04037;sex1;regN1c;regN2b;regN1c;size1
N04038;sex2;regX;regX;regX;sizeX
N04039;sex1;regVx;regX;regX;sizeX
N04040;sex2;regX;regX;regX;sizeX
N04041;sex1;regN1a;regX;regN1a;size1
N04042;sex1;regN3d;regX;regN1a;size1
N04043;sex1;regN4b;regN3b;regX;sizeX
N04044;sex1;regX;regX;regX;sizeX
N04045;sex1;regX;regX;regX;sizeX
N04046;sex1;regX;regX;regX;sizeX
N04047;sex1;regX;regX;regX;sizeX
N04048;sex1;regX;regX;regX;sizeX
N04049;sex1;regX;regN4b;regX;sizeX
N04050;sex1;regX;regX;regX;sizeX
N04051;sex2;regN3b;regX;regN3b;size5
N04052;sex2;regX;regX;regX;sizeX
N04053;sex1;regN2d;regN3d;regN3d;size1
N04054;sex2;regN2a;regX;regN2a;size5
N04055;sex2;regX;regX;regX;sizeX
N04056;sex1;regN1a;regN1a;regN1a;size3
N04057;sex1;regN2b;regN3a;regX;sizeX
N04058;sex1;regZ;regN1b;regN2b;size2
N04059;sex1;regN1b;regN1b;regN1b;size1
N04060;sex1;regN1a;regN1a;regN1a;size1
N04061;sex1;regV1;regV1;regB;sizeX
N04062;sex2;regX;regX;regX;sizeX
N04063;sex1;regZ;regN1a;regN1a;size1
N04064;sex1;regN1b;regN1b;regN1b;size1
N04065;sex1;regN1a;regN1a;regN1a;size1
N04066;sex1;regN1a;regN1a;regN1a;size1
N04067;sex1;regX;regX;regX;sizeX
N04068;sex1;regN1b;regX;regN1b;size3
N04069;sex1;regN1a;regN1a;regX;sizeX
N04070;sex1;regZ;regX;regN1c;size1
N04071;sex2;regX;regX;regX;sizeX
N04072;sex2;regX;regX;regX;sizeX
N04073;sex2;regX;regN1b;regX;sizeX
N04074;sex1;regX;regX;regX;sizeX
N04075;sex2;regX;regX;regX;sizeX
N04076;sex1;regN4b;regX;regN4b;size3
N04077;sex1;regX;regN1a;regX;sizeX
N04078;sex1;regX;regX;regX;sizeX
N04079;sex1;regX;regX;regX;sizeX
N04080;sex1;regN1b;regX;regN1b;size1
N04081;sex1;regX;regX;regX;sizeX
N04082;sex1;regX;regX;regX;sizeX
N04083;sex1;regX;regX;regX;sizeX
N04084;sex1;regX;regX;regX;sizeX
N04085;sex1;regX;regX;regX;sizeX
N04086;sex1;regN3c;regN1b;regN3c;sizeX
N04087;sex1;regX;regN2d;regX;sizeX
N04088;sex1;regX;regX;regX;sizeX
N04089;sex1;regZ;regN1b;regN1b;size1
N04090;sex1;regN1a;regX;regX;sizeX
N04091;sex1;regN3d;regX;regX;sizeX
N04092;sex1;regX;regX;regX;sizeX
N04093;sex1;regN1a;regX;regN1a;size1
N04094;sex1;regX;regX;regX;sizeX
N04095;sex1;regX;regX;regX;sizeX
N04096;sex1;regX;regX;regX;sizeX
N04097;sex2;regX;regX;regX;sizeX
N04098;sex1;regX;regX;regX;sizeX
N04099;sex1;regX;regN1a;regX;sizeX
N04100;sex2;regX;regX;regX;sizeX
N04101;sex1;regZ;regN1b;regX;sizeX
N04102;sex2;regX;regX;regX;sizeX
N04103;sex2;regX;regX;regX;sizeX
N04104;sex1;regX;regX;regX;sizeX
N04105;sex2;regX;regX;regX;sizeX
N04106;sex1;regX;regX;regX;sizeX
N04107;sex1;regX;regX;regX;sizeX
N04108;sex2;regX;regX;regX;sizeX
N04110;sex2;regX;regX;regX;sizeX
N04111;sex1;regX;regX;regX;sizeX
N04112;sex2;regN1c;regN2c;regX;sizeX
N04113;sex1;regX;regX;regX;sizeX
N04114;sex2;regX;regX;regX;sizeX
N04115;sex2;regX;regX;regX;sizeX
N04116;sex1;regN1a;regX;regN1a;size1
N04117;sex1;regX;regX;regX;sizeX
N04118;sex1;regX;regX;regX;sizeX
N04119;sex1;regX;regX;regX;sizeX
N04120;sex1;regN1a;regX;regN1a;size1
N04121;sex2;regN4a;regN1b;regX;sizeX
N04122;sex2;regX;regZ;regN2b;size3
N04123;sex1;regX;regX;regX;sizeX
N04124;sex2;regX;regN2c;regX;sizeX
N04125;sex1;regX;regX;regX;sizeX
N04126;sex1;regX;regX;regX;sizeX
N04127;sex2;regX;regN1a;regX;sizeX
N04128;sex1;regX;regN1a;regX;sizeX
N04129;sex1;regX;regN2b;regX;sizeX
N04130;sex1;regX;regN2b;regX;sizeX
N04131;sex1;regX;regX;regX;sizeX
N04132;sex1;regX;regX;regX;sizeX
N04133;sex1;regX;regX;regX;sizeX
N04134;sex1;regN4a;regN4a;regX;sizeX
N04135;sex2;regX;regN4a;regX;sizeX
N04136;sex2;regN4a;regN1a;regN4a;size5
N04137;sex1;regX;regN1a;regX;sizeX
N04138;sex1;regX;regX;regX;sizeX
N04139;sex1;regN1a;regX;regX;sizeX
N04140;sex2;regX;regN4a;regX;sizeX
N04141;sex2;regX;regN4a;regX;sizeX
N04142;sex1;regN1a;regN1a;regX;sizeX
N04143;sex1;regX;regX;regX;sizeX
N04144;sex1;regX;regX;regX;sizeX
N04145;sex1;regX;regX;regX;sizeX
N04146;sex1;regN4a;regN4a;regN4a;size4
N04147;sex1;regX;regX;regX;sizeX
N04148;sex1;regX;regN2e;regX;sizeX
N04149;sex1;regX;regX;regX;sizeX
N04150;sex1;regX;regX;regX;sizeX
N04151;sex1;regX;regX;regX;sizeX
N04152;sex2;regX;regX;regX;sizeX
N04153;sex1;regX;regX;regX;sizeX
N04154;sex2;regN1c;regN1a;regX;sizeX
N04155;sex1;regX;regX;regX;sizeX
N04156;sex1;regX;regX;regX;sizeX
N04157;sex2;regX;regX;regX;sizeX
N04158;sex1;regX;regX;regX;sizeX
N04159;sex1;regX;regX;regX;sizeX
N04160;sex2;regX;regN1b;regX;sizeX
N04161;sex2;regX;regX;regX;sizeX
N04162;sex1;regX;regX;regX;sizeX
N04163;sex1;regX;regX;regX;sizeX
N04164;sex1;regX;regX;regX;sizeX
N04165;sex1;regX;regX;regX;sizeX
N04166;sex1;regX;regX;regX;sizeX
N04167;sex2;regX;regX;regX;sizeX
N04168;sex1;regX;regN4a;regX;sizeX
N04169;sex1;regX;regX;regX;sizeX
N04170;sex1;regN1b;regX;regN1b;size2
N04171;sex2;regN2d;regN2d;regN2d;size4
N04172;sex1;regN2d;regN2d;regN2d;size4
N04173;sex1;regN2d;regN2d;regN2d;size4
N04174;sex1;regN1b;regX;regN1b;size1
N04175;sex1;regX;regX;regX;sizeX
N04176;sex1;regN1a;regX;regX;sizeX
N04177;sex1;regN1c;regX;regN1c;size1
N04178;sex1;regN1b;regX;regX;sizeX
N04179;sex1;regN1a;regN1b;regN4a;size5
N04180;sex1;regX;regX;regX;sizeX
N04181;sex1;regX;regX;regX;sizeX
N04183;sex1;regX;regX;regX;sizeX
N04184;sex2;regN1a;regX;regX;sizeX
N04185;sex1;regX;regX;regX;sizeX
N04186;sex1;regX;regX;regX;sizeX
N04187;sex2;regX;regX;regX;sizeX
N04188;sex1;regX;regX;regX;sizeX
N04189;sex2;regX;regN1a;regX;sizeX
N04190;sex1;regX;regX;regX;sizeX
N04191;sex1;regX;regX;regX;sizeX
N04192;sex1;regX;regN1a;regNx;sizeX
N04193;sex1;regX;regX;regX;sizeX
N04194;sex1;regX;regX;regX;sizeX
N04195;sex2;regX;regX;regX;sizeX
N04196;sex2;regX;regX;regX;sizeX
N04197;sex2;regX;regX;regX;sizeX
N04199;sex2;regX;regX;regX;sizeX
N04200;sex1;regX;regX;regX;sizeX
N04201;sex2;regX;regX;regX;sizeX
N04202;sex2;regX;regX;regX;sizeX
N04203;sex1;regN1a;regX;regX;sizeX
N04204;sex2;regN2c;regN1a;regN2c;size1
N04205;sex1;regX;regX;regX;sizeX
N04206;sex1;regZ;regX;regX;sizeX
N04208;sex2;regN3c;regN1b;regX;sizeX
N04209;sex1;regX;regX;regX;sizeX
N04210;sex1;regX;regX;regN1b;size1
N04211;sex1;regN1b;regN1b;regX;sizeX
N04212;sex1;regX;regX;regX;sizeX
N04213;sex1;regX;regX;regX;sizeX
N04214;sex1;regX;regX;regX;sizeX
N04215;sex1;regX;regX;regX;sizeX
N04216;sex1;regX;regX;regX;sizeX
N04217;sex1;regX;regX;regX;sizeX
N04218;sex1;regX;regX;regX;sizeX
N04219;sex1;regX;regX;regX;sizeX
N04220;sex1;regX;regN3c;regX;sizeX
N04221;sex1;regX;regX;regX;sizeX
N04222;sex1;regX;regN2f;regX;sizeX
N04223;sex1;regX;regN1b;regX;sizeX
N04224;sex2;regX;regN1b;regX;sizeX
N04225;sex2;regN3b;regN2c;regX;sizeX
N04226;sex2;regN1a;regN1a;regN1a;size1
N04227;sex1;regV1;regX;regV1;sizeX
N04228;sex1;regX;regX;regX;sizeX
N04229;sex1;regX;regX;regX;sizeX
N04230;sex2;regX;regN4a;regX;sizeX
N04231;sex2;regN1a;regN1a;regX;sizeX
N04232;sex2;regX;regN4a;regX;sizeX
N04233;sex1;regN1a;regN1a;regN1a;size1
N04234;sex1;regN2b;regX;regN2b;size4
N04235;sex1;regX;regX;regX;sizeX
N04236;sex1;regX;regX;regX;sizeX
N04237;sex1;regX;regX;regX;sizeX
N04238;sex1;regX;regX;regX;sizeX
N04239;sex1;regN1a;regN3b;regN1a;size1
N04240;sex1;regX;regX;regX;sizeX
N04241;sex1;regN3b;regN1c;regN1c;size1
N04242;sex1;regX;regX;regX;sizeX
N04243;sex2;regX;regX;regX;sizeX
N04244;sex1;regX;regN1b;regX;sizeX
N04245;sex1;regN1b;regN1b;regN1b;size2
N04246;sex1;regN1b;regN1b;regN1b;size1
N04247;sex1;regX;regX;regX;sizeX
N04248;sex1;regX;regX;regX;sizeX
N04249;sex1;regX;regN3c;regX;sizeX
N04250;sex1;regX;regX;regX;sizeX
N04251;sex1;regX;regX;regX;sizeX
N04255;sex2;regX;regX;regX;sizeX
N04274;sex2;regN1b;regX;regN1b;size1
N04275;sex1;regX;regX;regX;sizeX
N04276;sex1;regX;regX;regX;sizeX
N04277;sex2;regX;regX;regX;sizeX
N04278;sex2;regX;regN2c;regX;sizeX
N04279;sex1;regX;regX;regX;sizeX
N04282;sex2;regN1b;regN1b;regN1b;size2
N04283;sex2;regX;regX;regX;sizeX
N04284;sex2;regX;regX;regX;sizeX
N04285;sex2;regX;regX;regX;sizeX
N04286;sex2;regX;regX;regX;sizeX
N04287;sex1;regX;regX;regX;sizeX
N04323;sex2;regX;regN4a;regX;sizeX
N04325;sex2;regX;regX;regX;sizeX
N05000;sex2;regN3a;regN3b;regN3a;size6
N05001;sex1;regN3e;regN4a;regN4b;size5
N05002;sex2;regN2c;regN2c;regN2c;size1
N05003;sex2;regN1b;regN1b;regN1b;size6
N05004;sex2;regN2c;regN2c;regN2c;size4
N05005;sex2;regN2d;regN2c;regN3a;size3
N05006;sex1;regN2c;regN2c;regN2c;size5
N05007;sex2;regN2c;regN2c;regN2c;size6
N05008;sex2;regN2c;regN2c;regN2c;size1
N05009;sex2;regN4a;regN2c;regN4a;size4
N05010;sex1;regN2c;regN2c;regN2c;size6
N05011;sex1;regN1a;regN2c;regN2c;size4
N05012;sex1;regN2c;regN2c;regN2c;size1
N05013;sex1;regN2c;regN2c;regN2c;size6
N05014;sex2;regN2d;regN2c;regN3a;size4
N05015;sex2;regN1b;regN3a;regN1b;size1
N05016;sex1;regN1b;regN3a;regN1b;size1
N05017;sex2;regN2c;regN2c;regN4a;size4
N05018;sex1;regN2c;regN2c;regN2c;size5
N05019;sex2;regN2d;regN2c;regN3a;size4
N05020;sex2;regN2c;regN2c;regN2c;size6
N05021;sex2;regN2c;regN2c;regN2c;size6
N05022;sex1;regN4b;regN4b;regN4b;size3
N05023;sex1;regN4b;regN4b;regN4b;size3
N05024;sex1;regN4b;regN2c;regN4b;size3
N05025;sex1;regN4b;regN4a;regN4b;size4
N05027;sex2;regZ;regN2c;regN2c;size3
N05028;sex2;regN1a;regN2c;regN1a;size6
N05029;sex1;regN2b;regN2c;regN2b;size2
N05030;sex1;regN4a;regN2c;regN4a;size4
N05031;sex1;regN2c;regN1c;regN1c;size4
N05032;sex1;regN2c;regN2c;regN2c;size5
N05033;sex1;regN4a;regN2c;regN4a;size6
N05034;sex2;regN2c;regN2d;regN2c;size5
N05035;sex1;regN2c;regN2c;regN2c;size6
N05036;sex2;regN2c;regN2c;regN2c;size6
N05037;sex1;regN2c;regN1a;regN2c;size1
N05038;sex2;regN1a;regN1a;regN1a;size4
N05039;sex2;regN1a;regN1a;regN1a;size4
N05040;sex2;regN1a;regN1a;regN1a;size1
N05041;sex2;regN1b;regN1b;regN1b;size3
N05042;sex1;regN1a;regN1a;regN1a;size4
N05043;sex2;regN1a;regN1a;regN1a;size1
N05044;sex1;regN3d;regN1a;regN3d;size4
N05045;sex1;regN3d;regN3d;regN3d;size4
N05046;sex1;regN1a;regN1a;regN1a;size4
N05047;sex1;regN2f;regN1a;regN2f;size4
N05048;sex1;regN2c;regN3d;regN3d;size4
N05049;sex2;regN3d;regN3d;regN3d;size4
N05050;sex2;regN4a;regN4a;regN4a;size2
N05051;sex2;regN4a;regN4a;regN4a;size2
N05052;sex2;regN1c;regN4a;regN4a;size2
N05053;sex1;regN1a;regN1a;regN1a;size2
N05054;sex2;regN4a;regN4a;regN4a;size2
N05055;sex1;regN3b;regN3b;regN3b;size2
N05056;sex1;regN2d;regN2c;regN2d;size1
N05057;sex1;regN2d;regN2d;regN2d;size1
N05058;sex1;regN2d;regN2d;regN2d;size1
N05059;sex2;regN2d;regN2d;regN2d;size1
N05060;sex2;regN4a;regN2c;regN4a;size5
N05061;sex2;regN2d;regN2d;regN2d;size1
N05062;sex2;regN4a;regN2c;regN4a;size5
N05063;sex2;regN4a;regN4a;regN4a;size5
N05064;sex2;regN4b;regN4a;regN4a;size5
N05065;sex1;regN2c;regN2c;regN2c;size4
N05066;sex1;regN4a;regN2c;regN4a;size6
N05067;sex2;regN2c;regN2c;regN2c;size6
N05068;sex2;regZ;regN2c;regN2c;size4
N05069;sex2;regN2c;regN2c;regN2c;size3
N05070;sex2;regN2c;regN2c;regN4a;size4
N05071;sex2;regN2c;regN2c;regN2c;size1
N05072;sex2;regN4a;regN2c;regN4a;size1
N05073;sex1;regN3a;regN2c;regN3a;size4
N05074;sex2;regN4a;regN2c;regN4a;size2
N05075;sex2;regN1a;regN2c;regN1c;size6
N05076;sex2;regZ;regN2c;regN2c;size4
N05077;sex2;regN2c;regN2c;regN2c;size6
N05078;sex2;regZ;regN2c;regN2c;size4
N05079;sex2;regN2c;regN2c;regN1c;size2
N05080;sex2;regN2c;regN2c;regN2c;size1
N05081;sex1;regN2c;regN2c;regN2c;size1
N05082;sex1;regN2c;regN2c;regN2c;size4
N05083;sex1;regN3b;regN2c;regN3c;size6
N05084;sex1;regN2c;regN2c;regN2c;size6
N05085;sex1;regN3a;regN2c;regN3a;size5
N05086;sex1;regN4a;regN2c;regN4a;size1
N05087;sex2;regN4a;regN2c;regN2c;size5
N05088;sex1;regN4a;regN2c;regN4a;size3
N05089;sex1;regN3a;regN1c;regN3a;size3
N05090;sex2;regN3a;regN1c;regN3a;size3
N05091;sex2;regN3b;regN2c;regN3b;size6
N05092;sex1;regN1c;regN1c;regN1c;size5
N05093;sex2;regN1b;regN1b;regN1b;size2
N05094;sex2;regN4b;regN1b;regN2d;size1
N05095;sex2;regZ;regN1b;regZ;sizeX
N05096;sex1;regN1b;regN1b;regN4a;size4
N05097;sex2;regN4b;regN2c;regN4b;size6
N05098;sex1;regN1a;regN3b;regN1a;size1
N05099;sex1;regN3d;regN2c;regN3d;size6
N05100;sex1;regN4a;regN1a;regN4a;size4
N05101;sex2;regN1a;regN4a;regN2d;size4
N05102;sex2;regN1b;regN1b;regN1b;size2
N05103;sex1;regN1b;regN2c;regN1b;size2
N05104;sex2;regN1b;regN1b;regN1b;size2
N05105;sex2;regN3a;regN1b;regN3b;size6
N05106;sex1;regN1a;regN1b;regN1a;size3
N05107;sex2;regN3a;regN2c;regN2c;size1
N05108;sex2;regN2c;regN2c;regN2c;size1
N05109;sex2;regN3a;regN3a;regN3a;size6
N05110;sex2;regN2c;regN2c;regN2c;size1
N05111;sex1;regN3c;regN2c;regN3c;size3
N05112;sex1;regN2c;regN2c;regN2c;size6
N05113;sex2;regN2c;regN3a;regN2c;size6
N05114;sex1;regN2c;regN2c;regN2c;size5
N05115;sex1;regN2c;regN2c;regN2c;size6
N05116;sex2;regN4a;regN4a;regN4a;size5
N05117;sex2;regN4a;regN4a;regN4a;size1
N05118;sex1;regN1a;regN1a;regN1a;size4
N05119;sex1;regN4a;regN4a;regN4a;size1
N05120;sex2;regN2c;regN4a;regN2c;size1
N05121;sex2;regN2c;regN3a;regN2c;size1
N05122;sex2;regN2c;regN4b;regN2c;size1
N05123;sex2;regN2c;regN4a;regN2c;size1
N05124;sex2;regN3a;regN3a;regN3a;size4
N05125;sex2;regN3a;regN2c;regN3a;size4
N05126;sex1;regN2c;regN2c;regN2c;size1
N05127;sex2;regN3a;regN2c;regN3a;size4
N05128;sex2;regN3a;regN1b;regN3a;size4
N05129;sex2;regN4a;regN3a;regN4a;size6
N05130;sex2;regN2c;regN1a;regN1a;size1
N05131;sex2;regN2c;regN2c;regN1a;size1
N05132;sex2;regN3d;regN1a;regN2c;size1
N05133;sex1;regN1a;regN1a;regN1a;size1
N05134;sex2;regN3d;regN2c;regN3d;size5
N05135;sex2;regN1c;regN1a;regN1a;size3
N05136;sex1;regN2c;regN2c;regN3a;size3
N05137;sex1;regN1a;regN2c;regN1a;size4
N05138;sex1;regN2c;regN3a;regN3a;size3
N05139;sex2;regN3a;regN3a;regN3a;size3
N05140;sex1;regN2d;regN2c;regN2d;size1
N05141;sex1;regN1b;regN1b;regN1b;size2
N05142;sex2;regN1a;regN1b;regN1a;size4
N05143;sex2;regN1b;regN1b;regN1c;size3
N05144;sex1;regN3e;regN1b;regN3e;size5
N05145;sex1;regN3c;regN1b;regN3c;size6
N05146;sex1;regN1a;regN1b;regN2b;size4
N05147;sex1;regN1a;regN1a;regN1a;size4
N05148;sex1;regN1a;regN1a;regN1a;size4
N05149;sex2;regN4a;regN1a;regN1a;size4
N05151;sex2;regN1a;regN1b;regN3c;size4
N05152;sex2;regN1b;regN1b;regN1b;size1
N05153;sex2;regN2c;regN1b;regN2f;size2
N05154;sex1;regN4a;regN1b;regN2f;size2
N05155;sex2;regN3d;regN3d;regN3d;size1
N05156;sex2;regN1b;regN1b;regN1b;size1
N05157;sex1;regN3b;regN2c;regN3b;size4
N05158;sex2;regN1a;regN2c;regN3b;size2
N05159;sex1;regN3d;regN2c;regN4a;size6
N05161;sex2;regN3b;regN3b;regN3b;size1
N05164;sex2;regN3a;regN3b;regN3a;size4
N05165;sex2;regN3b;regN3b;regN3b;size1
N05166;sex1;regN2c;regN2c;regN2c;size1
N05171;sex1;regN4b;regN4b;regN4b;size6
N05172;sex2;regN4b;regN4b;regN2c;size4
N05173;sex2;regV1;regN2c;regN2c;size3
N05175;sex1;regV1;regN2c;regN2c;size3
N05176;sex2;regN3a;regN2c;regN3a;size5
N05177;sex1;regN2c;regN3a;regN3a;size6
N05178;sex1;regN3a;regN2c;regN3a;size6
N05179;sex2;regN3a;regN3a;regN3a;size5
N05180;sex2;regN3a;regN3a;regN3a;size5
N05181;sex2;regN2c;regN3a;regN3a;size3
N05182;sex2;regN1a;regN2c;regN1a;size1
N08000;sex2;regZ;regN2b;regN2b;size4
N08001;sex2;regN2b;regN2b;regZ;sizeX
N08002;sex1;regN1c;regN2b;regN2b;size5
N08003;sex2;regN3d;regN4a;regN3d;size6
N08004;sex1;regZ;regN4a;regN4a;size3
N08005;sex2;regN2b;regN1c;regN3e;size6
N08006;sex2;regN4a;regN3b;regN4a;size3
N08007;sex2;regN4a;regN1c;regN4a;size4
N08008;sex2;regN4a;regN4a;regN4a;size1
N08009;sex1;regZ;regN1c;regN2c;size1
N08010;sex2;regN2a;regN1a;regN2a;size4
N08011;sex2;regN2a;regN1a;regN2a;size6
N08012;sex2;regN4a;regN4a;regN4a;size3
N08014;sex2;regN1b;regN2c;regN1b;size1
N08015;sex1;regN2c;regN1a;regN2c;size1
N08016;sex2;regN1a;regN1a;regN1a;size4
N08017;sex1;regN4b;regN1a;regN4b;size1
N08018;sex2;regN3b;regN1c;regN3b;size5
N08019;sex2;regN3b;regN2b;regN3b;size5
N08020;sex1;regN3b;regN2d;regN3b;size5
N08021;sex1;regN1b;regN2b;regN2b;size2
N08022;sex2;regN3b;regN2b;regN1c;size4
N08023;sex2;regN2d;regN2c;regN2d;size4
N08024;sex1;regN2b;regN2b;regN2b;size5
N08025;sex2;regN2c;regN1c;regN2f;size2
N08026;sex2;regN2f;regN2f;regN2f;size2
N08027;sex1;regN3e;regN3d;regN3e;size4
N08028;sex1;regN1a;regV1;regN1a;size1
N08029;sex2;regN2a;regN1c;regN2a;size3
N08030;sex2;regN3a;regN2c;regN3a;size5
N08031;sex2;regN3a;regN3a;regN3a;size6
N08032;sex1;regN3a;regN3a;regN3a;size4
N08033;sex2;regN4a;regN1a;regN4a;size2
N08034;sex2;regN2c;regN1c;regN2c;size6
N08035;sex2;regN3e;regN1c;regN3e;size5
N08036;sex1;regZ;regN1c;regN2c;size3
N08037;sex1;regN1b;regN3b;regN1b;size1
N08038;sex1;regN3b;regN3d;regN3c;size6
N08039;sex2;regN3d;regN3d;regN3d;size5
N08040;sex1;regN1a;regN3d;regN1a;size1
N08041;sex1;regN1a;regN2c;regN2c;size1
N08042;sex1;regN1b;regN1b;regN1b;size4
N08043;sex2;regN1b;regN1b;regN1b;size1
N08044;sex2;regN4a;regN1a;regN4a;size1
N08045;sex2;regN1b;regN1a;regN1a;size1
N08046;sex1;regN3c;regN4a;regN3e;size6
N08047;sex2;regN1a;regN1a;regN1a;size1
N08048;sex1;regN4a;regN4a;regN4a;size1
N08049;sex1;regN2b;regN2c;regN2b;size2
N08050;sex2;regN2c;regN4b;regN2c;size1
N08051;sex1;regN1a;regN4a;regN1a;size1
N08052;sex2;regN1a;regN2b;regN1a;size1
N08053;sex1;regN2c;regN2c;regN2c;size4
N08054;sex2;regN4a;regN1c;regN4a;size2
N08055;sex2;regN4b;regN4a;regN4b;size6
N08056;sex2;regN3b;regN1b;regN2d;size4
N08057;sex1;regN1b;regN1b;regN1b;size2
N08058;sex2;regN4a;regN1c;regN4a;size5
N08059;sex2;regN4a;regN4a;regN4a;size1
N08060;sex1;regN4b;regN4a;regN4b;size3
N08061;sex1;regN2c;regN2c;regN2c;size1
N08062;sex2;regN2c;regN4a;regN2c;size4
N08063;sex1;regN2a;regN2a;regN2a;size4
N08064;sex2;regN2b;regN1c;regN2b;size2
N08065;sex2;regN1a;regN1c;regN2b;size5
N08066;sex1;regN2b;regN1c;regN2b;size4
N08067;sex1;regN4a;regN4a;regN4a;size4
N08068;sex1;regN4a;regN4a;regN4a;size1
N08069;sex2;regN4a;regN4a;regN4a;size1
N08070;sex1;regN4b;regN4b;regN4b;size4
N08071;sex1;regN4b;regN4b;regN4b;size4
N08072;sex2;regN4b;regN4b;regN4b;size5
N08073;sex2;regN1a;regN2c;regN1a;size1
N08074;sex1;regN1a;regN1a;regN1a;size1
N08075;sex2;regN1a;regN1a;regN1a;size1
N08076;sex2;regN2b;regN3e;regN2b;size4
N08077;sex1;regN1b;regN3e;regZ;sizeX
N08078;sex2;regN2e;regN3d;regN3e;size6
N08079;sex2;regN3d;regN3e;regN3c;size6
N08080;sex2;regN2a;regN2a;regN4a;size2
N08081;sex1;regN1a;regN3e;regN1a;size1
N08082;sex2;regN1b;regN3d;regN1b;size2
N08083;sex2;regN1b;regN3c;regN1c;size5
N08084;sex1;regN3d;regN3d;regN3d;size1
N08085;sex2;regN2c;regN2c;regN2c;size3
N08086;sex2;regN2c;regN2c;regN2c;size1
N08087;sex2;regN2b;regN2b;regN2b;size4
N08088;sex1;regN3d;regN2b;regN3d;size1
N08089;sex2;regN2c;regN2b;regN2c;size3
N08090;sex1;regN2a;regN2c;regN2a;size5
N08091;sex1;regN2d;regN1c;regZ;sizeX
N08092;sex2;regN1b;regN1b;regN1b;size1
N08093;sex2;regN3a;regN2c;regN3a;size5
N08094;sex1;regN3a;regN2c;regN3a;size5
N08095;sex2;regN3c;regN2c;regN3c;size2
N08096;sex2;regN2a;regN2c;regN2a;size4
N08097;sex1;regN2a;regN2a;regN2a;size4
N08098;sex2;regN2a;regN4b;regN2a;size4
N08099;sex1;regN1a;regN1a;regN1a;size3
N08101;sex1;regN3a;regN1a;regN3e;size6
N08102;sex2;regN4a;regN1c;regN4a;size4
N08103;sex2;regN4a;regN4a;regN4a;size1
N08104;sex1;regN3c;regN1c;regN4a;size1
N08105;sex2;regN2c;regN4a;regN4a;size6
N08106;sex2;regN2c;regN4a;regN2c;size1
N08107;sex1;regN4a;regN4a;regN4a;size3
N08108;sex1;regN3d;regN1b;regN1b;size3
N08109;sex1;regN1b;regN1b;regN1b;size3
N08110;sex2;regN2e;regN1b;regN1b;size2
N08111;sex2;regN4a;regN1c;regN4a;size5
N08112;sex1;regN4b;regN4a;regN4b;size6
N08113;sex2;regN4b;regN4a;regN4b;size3
N08114;sex2;regN1b;regN1b;regN1b;size3
N08115;sex1;regN1b;regN1b;regN1b;size2
N08116;sex2;regN3b;regN3b;regN3b;size1
N08117;sex2;regN1a;regN4a;regN1a;size6
N08118;sex1;regN1a;regN4a;regN1a;size4
N08119;sex2;regN1a;regN1b;regN1a;size3
N08120;sex2;regN1a;regN1a;regN1a;size4
N08121;sex1;regN3d;regN1b;regN3e;size5
